N	Z	P1n	P2n	P3n	Element
110	68	0	0	0	Er
111	68	1.2	0.1	0	Er
112	68	0.6	0	0	Er
113	68	1.9	0.5	0	Er
114	68	1.5	0	0	Er
115	68	2.4	0.8	0	Er
116	68	2.1	0.2	0	Er
117	68	2.8	1	0.2	Er
118	68	3.1	0.5	0	Er
119	68	4.6	1.1	0.4	Er
120	68	3.3	0.7	0.2	Er
121	68	4.7	1.3	0.4	Er
122	68	4.4	0.8	0.4	Er
123	68	8.9	1.6	0.5	Er
124	68	5.9	0.9	0.5	Er
125	68	19.2	2.2	0.5	Er
126	68	12.9	1.2	0.6	Er
127	68	68	10.2	0.9	Er
128	68	67.5	15.4	1.9	Er
129	68	7.2	64.3	14.8	Er
130	68	11.9	13.6	52.4	Er
131	68	6.8	13	9	Er
132	68	11	5.3	34.1	Er
133	68	9	14.2	3.9	Er
134	68	11.7	2.9	13.3	Er
135	68	8.4	16.5	3.4	Er
136	68	12.3	2.4	7.1	Er
137	68	5.1	14.3	3.3	Er
138	68	9.7	1.7	5.8	Er
139	68	3.5	14.1	3.8	Er
140	68	9.4	1.9	3.9	Er
141	68	2.9	13.5	4.1	Er
142	68	9.5	2.1	3.6	Er
143	68	1	13.7	2.2	Er
144	68	8.7	2.6	3.9	Er
145	68	1.3	11.6	2.9	Er
146	68	8.8	1.4	5.7	Er
147	68	0.9	10.3	2.6	Er
148	68	6.3	1.5	5.2	Er
149	68	0	9.9	0	Er
150	68	6	0.7	5.4	Er
151	68	0	5.8	0.5	Er
152	68	5.4	0	4.9	Er
153	68	0	3.7	0	Er
154	68	3.7	0	4.7	Er
155	68	0	0.7	0	Er
156	68	1	0	4.2	Er
157	68	0	0.1	0	Er
158	68	0	0	1	Er
159	68	0	0	0	Er
101	69	0	0	0	Tm
102	69	0	0	0	Tm
103	69	0	0	0	Tm
104	69	0	0	0	Tm
105	69	0.9	0	0	Tm
106	69	0	0	0	Tm
107	69	1.3	0	0	Tm
108	69	0.7	0	0	Tm
109	69	1.5	0.4	0	Tm
110	69	1.2	0	0	Tm
111	69	2	0.6	0	Tm
112	69	2.3	0.1	0	Tm
113	69	2.9	0.8	0.1	Tm
114	69	3.4	0.4	0	Tm
115	69	5	1	0.3	Tm
116	69	5.3	0.6	0.1	Tm
117	69	8.5	1.5	0.3	Tm
118	69	14.9	0.8	0.4	Tm
119	69	26.3	1.8	0.4	Tm
120	69	19	1	0.5	Tm
121	69	27.5	2.4	0.4	Tm
122	69	47.8	1.2	0.6	Tm
123	69	70	3.1	0.6	Tm
124	69	72.5	1.6	0.8	Tm
125	69	74.8	4.7	0.6	Tm
126	69	80.9	2.1	0.9	Tm
127	69	26.5	62.4	1.2	Tm
128	69	26.1	64.1	4.3	Tm
129	69	2.2	37	52	Tm
130	69	11.6	9.3	65.8	Tm
131	69	1.7	17.3	7.3	Tm
132	69	13.4	9.9	15.2	Tm
133	69	2.3	16.6	9.6	Tm
134	69	12.1	8.4	16.9	Tm
135	69	2.5	11.7	9.8	Tm
136	69	10.7	7.2	19.7	Tm
137	69	1.3	9.7	5.1	Tm
138	69	10.1	3.3	17.7	Tm
139	69	0.8	8.3	2.8	Tm
140	69	8.3	2.7	17.7	Tm
141	69	0.6	7.5	1.8	Tm
142	69	7.5	1.7	17.7	Tm
143	69	0	7.2	0.1	Tm
144	69	5.9	0.8	15.9	Tm
145	69	0	5.2	0.3	Tm
146	69	5.6	0	14.5	Tm
147	69	0	5.6	0	Tm
148	69	4.8	0	12.8	Tm
149	69	0	5.5	0	Tm
150	69	4.2	0	9.1	Tm
151	69	0	3	0	Tm
152	69	3.2	0	5.9	Tm
153	69	0	1.1	0	Tm
154	69	1.5	0	3.9	Tm
155	69	0	0.6	0	Tm
156	69	0.7	0	1.8	Tm
157	69	0	0.3	0	Tm
158	69	0.4	0	0.8	Tm
159	69	0	0.1	0	Tm
160	69	0	0	0.2	Tm
161	69	0	0	0	Tm
99	70	0	0	0	Yb
105	70	0	0	0	Yb
107	70	0	0	0	Yb
108	70	0	0	0	Yb
109	70	0	0	0	Yb
110	70	0	0	0	Yb
111	70	0.2	0	0	Yb
112	70	0	0	0	Yb
113	70	0.8	0	0	Yb
114	70	0	0	0	Yb
115	70	1.4	0.1	0	Yb
116	70	0.7	0	0	Yb
117	70	1.7	0.4	0	Yb
118	70	1.8	0	0	Yb
119	70	2.8	0.8	0	Yb
120	70	2.3	0.2	0	Yb
121	70	3	1	0.2	Yb
122	70	3.1	0.6	0	Yb
123	70	4.9	1.1	0.4	Yb
124	70	4	0.7	0.3	Yb
125	70	6	1.4	0.4	Yb
126	70	5.6	0.9	0.5	Yb
127	70	60.7	3.7	0.6	Yb
128	70	74.4	4.1	1.1	Yb
129	70	12.7	67.2	3	Yb
130	70	25.5	41.1	7.7	Yb
131	70	10.3	32.6	29.4	Yb
132	70	16.3	35.5	15.9	Yb
133	70	10.4	16.1	32.1	Yb
134	70	13.8	7.9	33	Yb
135	70	13.7	14.6	6.4	Yb
136	70	13	7.8	39.9	Yb
137	70	9.7	13.1	6.4	Yb
138	70	10.1	5.6	36	Yb
139	70	7.5	13.9	3.6	Yb
140	70	9.2	3.8	27	Yb
141	70	7.1	14.3	3	Yb
142	70	9.4	2.8	11.5	Yb
143	70	4.8	15.3	2.4	Yb
144	70	9.8	2.4	6.4	Yb
145	70	5.5	13.9	4.2	Yb
146	70	10.1	2.3	4.9	Yb
147	70	4.9	11.1	3.8	Yb
148	70	8.4	2.3	3.8	Yb
149	70	2.7	14.1	2.5	Yb
150	70	7.9	2.8	3.9	Yb
151	70	3.4	12.8	3.6	Yb
152	70	7.5	2.5	4.6	Yb
153	70	1.4	13.3	2.4	Yb
154	70	7.2	1.7	5.3	Yb
155	70	1	10.7	2.7	Yb
156	70	6.7	1.2	5.2	Yb
157	70	0	10.3	1.2	Yb
158	70	5.9	0.7	4.4	Yb
159	70	0	7.2	0	Yb
160	70	4.4	0.3	3.9	Yb
161	70	0	3.6	0	Yb
162	70	2.8	0	3.3	Yb
163	70	0	1.5	0	Yb
164	70	0.5	0	3.2	Yb
106	71	0	0	0	Lu
107	71	0	0	0	Lu
108	71	0	0	0	Lu
109	71	0.9	0	0	Lu
110	71	0	0	0	Lu
111	71	1.3	0	0	Lu
112	71	0.7	0	0	Lu
113	71	1.2	0.3	0	Lu
114	71	1.2	0	0	Lu
115	71	2.2	0.6	0	Lu
116	71	2.7	0.1	0	Lu
117	71	3.3	0.9	0.1	Lu
118	71	4.4	0.5	0	Lu
119	71	8.6	1.2	0.3	Lu
120	71	7.5	0.8	0.2	Lu
121	71	8.9	1.6	0.4	Lu
122	71	15.3	0.9	0.4	Lu
123	71	27.5	2	0.5	Lu
124	71	36.2	1.1	0.6	Lu
125	71	46.7	2.6	0.5	Lu
126	71	67.5	1.5	0.7	Lu
127	71	71.3	14.6	0.8	Lu
128	71	64.7	26.2	2	Lu
129	71	5.9	77.5	7.6	Lu
130	71	17.7	16.4	55.1	Lu
131	71	3.9	24.9	23	Lu
132	71	17.9	11.6	47.4	Lu
133	71	3.3	22.7	7.6	Lu
134	71	16.3	9.3	36	Lu
135	71	2.5	18.4	7	Lu
136	71	13.8	7	19.3	Lu
137	71	2.6	17.3	10.3	Lu
138	71	15.8	8.1	15.7	Lu
139	71	1.7	16.4	7.4	Lu
140	71	14.5	7.1	13.4	Lu
141	71	1.4	13.6	6.5	Lu
142	71	14.1	6.3	13.8	Lu
143	71	0.8	14	4	Lu
144	71	11.9	5.1	15.8	Lu
145	71	1.2	10.1	4.7	Lu
146	71	9.7	4.1	17.5	Lu
147	71	1.1	7.8	3.4	Lu
148	71	9.5	3.3	15.3	Lu
149	71	0	9.5	1	Lu
150	71	8.6	2.2	18	Lu
151	71	0.4	7.5	1.3	Lu
152	71	7.6	1	18.2	Lu
153	71	0	6.9	0	Lu
154	71	6.7	0.3	16.7	Lu
155	71	0	5.9	0	Lu
156	71	6.2	0	15.3	Lu
157	71	0	2.7	0	Lu
158	71	3.7	0	10.7	Lu
159	71	0	1.4	0	Lu
160	71	1.9	0	6.7	Lu
161	71	0	0.8	0	Lu
162	71	1.1	0	3.3	Lu
163	71	0	0.5	0	Lu
164	71	0.3	0	0.6	Lu
165	71	0	0.2	0	Lu
166	71	0.1	0	0.3	Lu
103	72	0	0	0	Hf
109	72	0	0	0	Hf
110	72	0	0	0	Hf
111	72	0	0	0	Hf
112	72	0	0	0	Hf
113	72	0	0	0	Hf
114	72	0	0	0	Hf
115	72	0.2	0	0	Hf
116	72	0	0	0	Hf
117	72	0.6	0	0	Hf
118	72	0	0	0	Hf
119	72	1.7	0.1	0	Hf
120	72	1.1	0	0	Hf
121	72	2	0.5	0	Hf
122	72	2.2	0	0	Hf
123	72	3.2	0.9	0	Hf
124	72	3	0.4	0	Hf
125	72	3.6	1.1	0.3	Hf
126	72	3.9	0.7	0.2	Hf
127	72	23.5	2.2	0.5	Hf
128	72	69.2	2.3	0.8	Hf
129	72	25.1	52.9	1.6	Hf
130	72	58.1	9	2.8	Hf
131	72	16.8	53.1	3.9	Hf
132	72	41.5	15.4	2.9	Hf
133	72	13.2	42.5	7.4	Hf
134	72	27.8	21.9	4.4	Hf
135	72	11.6	32.1	15	Hf
136	72	18.8	24.3	6.9	Hf
137	72	9.3	14.3	22.6	Hf
138	72	8.2	14.4	7.1	Hf
139	72	11.4	16.5	31.1	Hf
140	72	13.3	27.1	23.7	Hf
141	72	10.4	14	15.7	Hf
142	72	10.3	14.5	33.6	Hf
143	72	8.2	13.2	6.3	Hf
144	72	9.5	7.3	36	Hf
145	72	9	12.7	4.5	Hf
146	72	9.8	4.3	29.5	Hf
147	72	8.5	12.9	3.9	Hf
148	72	8.1	3.1	11.9	Hf
149	72	5.5	12	2.2	Hf
150	72	8.3	2.8	7.2	Hf
151	72	7.8	11.9	4.1	Hf
152	72	8.3	2.9	5.4	Hf
153	72	6.4	12.7	3.8	Hf
154	72	8.2	3.1	4.8	Hf
155	72	6.3	13.3	3.6	Hf
156	72	7.8	2.9	4.8	Hf
157	72	4.7	14.3	3	Hf
158	72	7	2.6	4.9	Hf
159	72	4	14	3.6	Hf
160	72	6	2.3	4.8	Hf
161	72	1	15	2	Hf
162	72	5.2	2	4.2	Hf
163	72	0	13	1.7	Hf
164	72	5.3	1.3	3.7	Hf
165	72	0.1	3.5	1.1	Hf
166	72	7	0	5.5	Hf
167	72	0	1.6	0.3	Hf
168	72	4.6	0	4.8	Hf
109	73	0	0	0	Ta
110	73	0	0	0	Ta
111	73	0	0	0	Ta
112	73	0	0	0	Ta
113	73	0.9	0	0	Ta
114	73	0	0	0	Ta
115	73	1.2	0	0	Ta
116	73	0.7	0	0	Ta
117	73	1.2	0.3	0	Ta
118	73	1.3	0	0	Ta
119	73	1.6	0.5	0	Ta
120	73	2.6	0.1	0	Ta
121	73	2.9	0.9	0.1	Ta
122	73	6	0.6	0	Ta
123	73	8.8	1.3	0.3	Ta
124	73	12.7	0.9	0.3	Ta
125	73	14.4	1.8	0.4	Ta
126	73	32.4	1.1	0.6	Ta
127	73	73.2	5.1	0.6	Ta
128	73	84.6	6	1.3	Ta
129	73	11.9	76.3	2.6	Ta
130	73	30.8	47.1	11.1	Ta
131	73	9.5	55.1	19.4	Ta
132	73	25.6	32.5	21.8	Ta
133	73	8	31.7	31.4	Ta
134	73	21.5	15.1	36.5	Ta
135	73	5.7	22.5	24.5	Ta
136	73	16.1	8.6	31.8	Ta
137	73	2.5	5.2	2.5	Ta
138	73	22.2	10.9	51	Ta
139	73	3.8	24.4	9.2	Ta
140	73	20.3	10.3	45.5	Ta
141	73	2.8	22.1	8.3	Ta
142	73	19	9.2	32.2	Ta
143	73	1.7	8.7	2.5	Ta
144	73	18.8	8.4	17.3	Ta
145	73	1.8	18.7	8.1	Ta
146	73	11.3	4.7	8.7	Ta
147	73	2.1	15.5	7.8	Ta
148	73	15.3	6.2	10.8	Ta
149	73	1	17.2	4.2	Ta
150	73	15.2	5.9	12.3	Ta
151	73	1.5	15	5.6	Ta
152	73	14.3	5.3	15	Ta
153	73	1.6	14.8	5.3	Ta
154	73	13.9	5.3	16.3	Ta
155	73	1.4	12.8	4.3	Ta
156	73	12.3	3.8	18.8	Ta
157	73	0.3	10.8	2.3	Ta
158	73	10.4	2.3	20.6	Ta
159	73	0.1	7.6	1.3	Ta
160	73	8.2	1.4	20	Ta
161	73	0	5.2	0	Ta
162	73	6	0.8	17.7	Ta
163	73	0	2.6	0	Ta
164	73	3.7	0	14.8	Ta
165	73	0	1.4	0	Ta
166	73	2	0	8.2	Ta
167	73	0	0.5	0	Ta
168	73	0.6	0	1.5	Ta
169	73	0	0.3	0	Ta
170	73	0.4	0	0.8	Ta
107	74	0	0	0	W
111	74	0	0	0	W
113	74	0	0	0	W
114	74	0	0	0	W
115	74	0	0	0	W
116	74	0	0	0	W
117	74	0	0	0	W
118	74	0	0	0	W
119	74	0.2	0	0	W
120	74	0	0	0	W
121	74	0.7	0	0	W
122	74	0.3	0	0	W
123	74	1.9	0.2	0	W
124	74	1.8	0	0	W
125	74	2.7	0.7	0	W
126	74	2.9	0.2	0	W
127	74	7.2	1.6	0.3	W
128	74	48.6	1.5	0.6	W
129	74	56.9	12.9	1	W
130	74	53.3	2.8	1.5	W
131	74	42	23.9	1.4	W
132	74	45.7	3.3	1.3	W
133	74	24.2	36.7	1.8	W
134	74	46.9	5	1.6	W
135	74	17.2	38	2.5	W
136	74	39	6.2	1.8	W
137	74	11.6	31.8	3.6	W
138	74	18.6	4.9	1.4	W
139	74	15.4	49.8	10.1	W
140	74	40.3	21.5	4.6	W
141	74	13.2	41.4	19.1	W
142	74	28	31.2	6.6	W
143	74	10.9	28.1	30.4	W
144	74	13.5	25.4	8	W
145	74	11.6	16.4	33	W
146	74	8.9	15.7	13.8	W
147	74	8.5	10.2	14.1	W
148	74	9	11.8	25.7	W
149	74	7.6	11.1	7.1	W
150	74	8.8	7.6	32.1	W
151	74	9.4	10.1	5	W
152	74	8.1	4.8	23.5	W
153	74	9.2	10.5	3.9	W
154	74	8.5	3.8	14.6	W
155	74	9.1	11	3.8	W
156	74	8.2	3.5	9.3	W
157	74	8.2	11.5	3.7	W
158	74	8	3.3	6.9	W
159	74	8.1	11.9	3.6	W
160	74	6.9	3.5	5.5	W
161	74	6.6	12.8	2.9	W
162	74	6.2	3.3	5	W
163	74	4.6	14.1	2.3	W
164	74	6.1	2.5	5	W
165	74	5.8	13.3	3.8	W
166	74	6.3	1.7	4.8	W
167	74	1.7	10.2	4.5	W
168	74	6.8	2.1	3.9	W
169	74	0.5	7.9	2.8	W
170	74	6.1	1.7	3.9	W
171	74	0.2	4	1.6	W
172	74	5.2	1.1	4	W
173	74	0	2.2	0.1	W
111	75	0	0	0	Re
113	75	0	0	0	Re
114	75	0	0	0	Re
115	75	0.3	0	0	Re
116	75	0	0	0	Re
117	75	0.8	0	0	Re
118	75	0.1	0	0	Re
119	75	1.2	0	0	Re
120	75	0.9	0	0	Re
121	75	1.2	0.3	0	Re
122	75	1.6	0	0	Re
123	75	2.6	0.7	0	Re
124	75	5.6	0.4	0	Re
125	75	6.8	1.3	0.2	Re
126	75	11.7	0.9	0.1	Re
127	75	48.6	2.7	0.4	Re
128	75	84.3	2.7	0.8	Re
129	75	25.2	62.2	1.4	Re
130	75	68.9	14.6	3.1	Re
131	75	18.4	63.5	2.9	Re
132	75	49.3	23.5	3.4	Re
133	75	15.3	53.8	4.1	Re
134	75	33.7	28	4.6	Re
135	75	11.1	41.6	6.8	Re
136	75	19.7	19.9	6.3	Re
137	75	5.7	16.6	8.4	Re
138	75	22.5	22.9	15.3	Re
139	75	7.5	20.6	21.2	Re
140	75	10.4	8.2	14.9	Re
141	75	7.1	27.8	33.5	Re
142	75	22.6	15.2	49.2	Re
143	75	5.5	25.1	15.6	Re
144	75	7.1	3.3	14.2	Re
145	75	3.8	14.2	6.6	Re
146	75	15.2	5.8	32.1	Re
147	75	3.7	17.3	6.4	Re
148	75	16.8	6.8	27.2	Re
149	75	3.6	21	5.1	Re
150	75	19.1	6.6	16.2	Re
151	75	3.2	20.2	5.9	Re
152	75	19.3	6.6	11.1	Re
153	75	3.1	21.9	5.7	Re
154	75	20.3	6.8	11.5	Re
155	75	3	21.3	6.7	Re
156	75	19.4	7.2	12.1	Re
157	75	2.5	20.6	6.1	Re
158	75	18.3	6.5	13.5	Re
159	75	1.9	18.2	6.2	Re
160	75	16.2	6.6	14.4	Re
161	75	0.8	15	5.4	Re
162	75	13.3	6.7	15.6	Re
163	75	0.2	12.2	2.5	Re
164	75	10.7	4.5	18.5	Re
165	75	0.2	6.4	2.6	Re
166	75	7.9	2.2	20.5	Re
167	75	0	4	0.9	Re
168	75	2.1	0.3	12.9	Re
169	75	0	1.3	0	Re
170	75	1.6	0	8.2	Re
171	75	0	0.8	0	Re
172	75	1	0	4.2	Re
173	75	0	0.6	0	Re
174	75	0.6	0	1.7	Re
175	75	0	0.3	0	Re
109	76	0	0	0	Os
115	76	0	0	0	Os
117	76	0	0	0	Os
118	76	0	0	0	Os
119	76	0	0	0	Os
120	76	0	0	0	Os
121	76	0	0	0	Os
122	76	0	0	0	Os
123	76	0.4	0	0	Os
124	76	0	0	0	Os
125	76	1.8	0	0	Os
126	76	1.6	0	0	Os
127	76	3.7	1.2	0.1	Os
128	76	17.5	1.1	0.1	Os
129	76	51.4	4.5	0.7	Os
130	76	33.4	1.6	1.1	Os
131	76	55.1	6	0.9	Os
132	76	36.1	1.7	0.9	Os
133	76	46.1	8.3	0.9	Os
134	76	37.2	1.9	0.9	Os
135	76	37.7	11.7	1	Os
136	76	36	2	1	Os
137	76	22.2	16.7	1.1	Os
138	76	9.6	0.9	0.5	Os
139	76	27.4	43.7	2.4	Os
140	76	55.4	5.4	1.8	Os
141	76	20.4	50	3.4	Os
142	76	53.3	7.8	2.2	Os
143	76	11.2	34.9	3.7	Os
144	76	34.7	8.5	2	Os
145	76	11.2	36.8	8.6	Os
146	76	29	16.1	3.2	Os
147	76	9.7	30.2	19.3	Os
148	76	20.4	30.3	5.9	Os
149	76	9.2	21	26.3	Os
150	76	15.1	30.3	9.9	Os
151	76	9.8	13.8	24.1	Os
152	76	11.9	20.8	16.8	Os
153	76	9.8	11.3	14.3	Os
154	76	10	11.5	26.6	Os
155	76	10.7	10.5	9.1	Os
156	76	9.3	8.2	30.4	Os
157	76	10.4	10.4	6.3	Os
158	76	8.8	6	26.8	Os
159	76	10.3	10.2	5.1	Os
160	76	8	5	15.4	Os
161	76	9.8	10.3	4.4	Os
162	76	7	4.6	10.4	Os
163	76	7.8	11.3	3.4	Os
164	76	7.2	3.7	8	Os
165	76	11	10.8	3.7	Os
166	76	6.9	3.1	6.5	Os
167	76	7.6	12.6	2.9	Os
168	76	6.4	2.7	5.3	Os
169	76	6.7	13.2	3.1	Os
170	76	7.7	2.4	4.2	Os
171	76	2.6	12.2	4.2	Os
172	76	10.1	1.1	5	Os
173	76	0.6	11.3	2.8	Os
174	76	6	2.3	3.5	Os
175	76	0.6	5.6	3.6	Os
176	76	5.9	1.5	3.9	Os
177	76	0.1	2.6	1.2	Os
115	77	0	0	0	Ir
117	77	0	0	0	Ir
118	77	0	0	0	Ir
119	77	0.2	0	0	Ir
120	77	0	0	0	Ir
121	77	0.8	0	0	Ir
122	77	0.5	0	0	Ir
123	77	1.2	0	0	Ir
124	77	1.2	0	0	Ir
125	77	2.1	0.5	0	Ir
126	77	4.9	0.2	0	Ir
127	77	10.4	1.7	0.3	Ir
128	77	77.8	1.6	0.5	Ir
129	77	70.1	15.2	0.9	Ir
130	77	78.9	3.5	1.7	Ir
131	77	46.7	36.9	1.3	Ir
132	77	69.5	4.7	1.6	Ir
133	77	26	48.3	1.5	Ir
134	77	61.8	6.5	1.9	Ir
135	77	18	49.2	1.8	Ir
136	77	52.1	10.5	2.3	Ir
137	77	14.4	45.5	3	Ir
138	77	35.8	17.1	2.6	Ir
139	77	10	36.1	3.6	Ir
140	77	17.5	14.8	2.6	Ir
141	77	14.2	63.4	11.3	Ir
142	77	34.5	43.4	9.8	Ir
143	77	12.3	49.1	25.4	Ir
144	77	28.4	41.4	16.4	Ir
145	77	11.1	32.3	39.3	Ir
146	77	18	18.8	24.4	Ir
147	77	9.3	23	27.8	Ir
148	77	20.2	14.8	38.6	Ir
149	77	10.1	23	14.6	Ir
150	77	21.1	10.1	31.8	Ir
151	77	10.8	21.2	10.2	Ir
152	77	22.6	8.6	34.5	Ir
153	77	9.3	22	7.7	Ir
154	77	22.4	6.2	27.5	Ir
155	77	5.7	23.4	5.5	Ir
156	77	22.8	6.4	17.6	Ir
157	77	4.8	24.3	5	Ir
158	77	22.5	7	13.6	Ir
159	77	4.2	24.2	5.5	Ir
160	77	21.6	7.6	11.1	Ir
161	77	3.4	23.5	6.1	Ir
162	77	20.3	8	10.4	Ir
163	77	1.8	23.2	5.2	Ir
164	77	19	7.4	11.1	Ir
165	77	1.6	16.2	9.6	Ir
166	77	16.6	6.9	12.6	Ir
167	77	0.6	15.5	5.7	Ir
168	77	13.8	5.9	14.8	Ir
169	77	0.3	11	4.8	Ir
170	77	10.7	3.4	18.3	Ir
171	77	0.4	4.4	4.8	Ir
172	77	7.2	3.7	18.3	Ir
173	77	0	4.4	0.1	Ir
174	77	5	1	19	Ir
175	77	0	1.2	0	Ir
176	77	1.5	0	7.7	Ir
177	77	0	0.7	0	Ir
178	77	0.9	0	3.4	Ir
179	77	0	0.4	0	Ir
113	78	0	0	0	Pt
115	78	0	0	0	Pt
119	78	0	0	0	Pt
121	78	0	0	0	Pt
122	78	0	0	0	Pt
123	78	0	0	0	Pt
124	78	0	0	0	Pt
125	78	0	0	0	Pt
126	78	0	0	0	Pt
127	78	2.4	0.5	0	Pt
128	78	6.6	0.2	0	Pt
129	78	15.5	2.5	0.4	Pt
130	78	9.5	1.1	0.3	Pt
131	78	32.2	2.8	0.6	Pt
132	78	14.4	1.3	0.7	Pt
133	78	41.5	3.3	0.7	Pt
134	78	18	1.3	0.7	Pt
135	78	44.9	4.1	0.7	Pt
136	78	27	1.4	0.8	Pt
137	78	47.2	5.5	0.9	Pt
138	78	31.8	1.6	0.8	Pt
139	78	41.2	8.5	0.9	Pt
140	78	35.9	1.7	0.9	Pt
141	78	33.2	14.9	1.1	Pt
142	78	36.1	2.1	0.9	Pt
143	78	22.7	25.3	1.4	Pt
144	78	38.4	2.8	1.1	Pt
145	78	18.1	34.9	2.1	Pt
146	78	44.4	4.2	1.4	Pt
147	78	15.4	43.7	3.4	Pt
148	78	44	7.1	1.9	Pt
149	78	12	46.2	4.9	Pt
150	78	28.5	7.7	1.8	Pt
151	78	10.7	34	7.1	Pt
152	78	29.5	17.8	3.3	Pt
153	78	10.8	32.3	15.3	Pt
154	78	21.3	22.5	4.9	Pt
155	78	10.7	22	22.4	Pt
156	78	17.5	24.4	9.5	Pt
157	78	10.9	17.7	23.6	Pt
158	78	14.8	19.2	18.9	Pt
159	78	10.6	14.9	16.6	Pt
160	78	12.5	13.7	26.1	Pt
161	78	10.2	13.1	11.5	Pt
162	78	8.6	10.7	33.2	Pt
163	78	9.2	10.3	7.5	Pt
164	78	8.5	7	28.8	Pt
165	78	13.1	8.5	6.6	Pt
166	78	7.4	5.6	17.1	Pt
167	78	9.9	9.7	4.1	Pt
168	78	7	4.2	12.4	Pt
169	78	11.3	9.9	3.7	Pt
170	78	7.9	2.6	10	Pt
171	78	8.8	11.2	3.1	Pt
172	78	6.3	2.8	6.3	Pt
173	78	6.7	12.6	2.7	Pt
174	78	6.1	2.5	4.6	Pt
175	78	5.9	13.4	3	Pt
176	78	6	2.1	3.8	Pt
177	78	4.5	13	4.4	Pt
178	78	4.8	2.2	3.1	Pt
179	78	0.4	13.1	2.7	Pt
180	78	6.1	1.7	3.9	Pt
181	78	0.1	2.1	1.4	Pt
182	78	4.3	1.5	3.9	Pt
119	79	0	0	0	Au
120	79	0	0	0	Au
121	79	0	0	0	Au
122	79	0	0	0	Au
123	79	0	0	0	Au
124	79	0	0	0	Au
125	79	1.6	0	0	Au
126	79	1.2	0	0	Au
127	79	2.7	0.9	0	Au
128	79	16.8	0.7	0	Au
129	79	18.2	2.1	0.4	Au
130	79	10.8	0.7	0.5	Au
131	79	74.2	6.7	0.8	Au
132	79	77.3	2.3	1.1	Au
133	79	72.8	11.2	1	Au
134	79	78.3	2.9	1.3	Au
135	79	52.6	19.5	1	Au
136	79	65.1	3.2	1.3	Au
137	79	33.5	37.4	1.3	Au
138	79	62.9	4.2	1.6	Au
139	79	21	47.9	1.5	Au
140	79	58.8	6.2	1.8	Au
141	79	15.4	52.2	2	Au
142	79	54.9	10.3	2.4	Au
143	79	13.4	54.3	3.1	Au
144	79	46.4	19.5	3	Au
145	79	12.1	56.1	5.3	Au
146	79	37.2	30.8	4.3	Au
147	79	11.1	54.9	10.8	Au
148	79	29.8	39.3	8.1	Au
149	79	10	36.3	13.4	Au
150	79	22.3	27.1	8.9	Au
151	79	13.3	27.7	23.7	Au
152	79	22	24.3	20.8	Au
153	79	13	25.5	26.2	Au
154	79	22.2	17.5	32.1	Au
155	79	13.2	22.5	20.1	Au
156	79	23.9	12.9	36.4	Au
157	79	11.9	22.1	14.9	Au
158	79	24.4	9.2	38.8	Au
159	79	10.3	23.1	10.7	Au
160	79	24.3	7.5	32.2	Au
161	79	8.8	24.1	7.3	Au
162	79	23.8	7.2	22.4	Au
163	79	6.7	25.5	4.7	Au
164	79	25.5	6	18.8	Au
165	79	6.3	23.7	6.3	Au
166	79	22.9	7.2	14.5	Au
167	79	4.2	24	5.7	Au
168	79	22.6	6	14.1	Au
169	79	2.7	22.4	6.6	Au
170	79	17.4	7	10.2	Au
171	79	0.9	17.2	6.6	Au
172	79	14.7	6.8	11.3	Au
173	79	0.5	14	5.1	Au
174	79	11.7	5.9	13.4	Au
175	79	0.3	8.7	4.6	Au
176	79	8.6	3.9	16.1	Au
177	79	0.1	4.3	2.1	Au
178	79	5.4	2.8	16.9	Au
179	79	0	2.7	0	Au
180	79	3.4	0.1	15.2	Au
181	79	0	0.7	0	Au
182	79	0.8	0	3.2	Au
183	79	0	0.3	0	Au
184	79	0.2	0	0.6	Au
117	80	0	0	0	Hg
123	80	0	0	0	Hg
125	80	0	0	0	Hg
126	80	0	0	0	Hg
127	80	0.8	0	0	Hg
128	80	1.4	0	0	Hg
129	80	2.6	0.9	0	Hg
130	80	2	0	0	Hg
131	80	1.2	0.6	0.2	Hg
132	80	5.2	0.6	0	Hg
133	80	9.8	1.9	0.5	Hg
134	80	7.1	1	0.2	Hg
135	80	19.5	2.4	0.6	Hg
136	80	10.3	1.2	0.5	Hg
137	80	34.6	3.2	0.6	Hg
138	80	16.7	1.3	0.7	Hg
139	80	55.4	4	0.8	Hg
140	80	24.4	1.5	0.8	Hg
141	80	60.5	5.6	0.9	Hg
142	80	38.2	1.7	0.9	Hg
143	80	63.6	8.2	1.1	Hg
144	80	43.6	2	1	Hg
145	80	52.8	12	1.2	Hg
146	80	45.6	2.1	1	Hg
147	80	44.4	23.5	1.4	Hg
148	80	52.3	2.7	1.2	Hg
149	80	28.2	25.8	1.4	Hg
150	80	39.4	2.6	1.1	Hg
151	80	22.3	32.5	1.9	Hg
152	80	44.5	4.2	1.4	Hg
153	80	17.4	40.8	2.8	Hg
154	80	45.5	7.1	1.8	Hg
155	80	14.5	44.9	4.8	Hg
156	80	40.5	12.4	2.4	Hg
157	80	12.9	43.1	8.4	Hg
158	80	32.1	21.7	3.7	Hg
159	80	12	36	16.7	Hg
160	80	25.2	27.4	5.7	Hg
161	80	11.5	26.8	25.2	Hg
162	80	20.5	28.4	9.6	Hg
163	80	10.1	22.9	24.9	Hg
